tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
Mash	9	0.7587529999999996	0.21099172477592368	0.7744170094847352	0.7508856526039994	0.415929203539823	0.8867924528301887	0.5662650602409639	47.0	6.0	66.0	53.0	0.3949579831932773	2.2202320169120218	0.5592112784789255	0.9767580127793185
Mash	7	0.7936320000000008	0.213152874974319	0.6686766784779208	0.7855156490679991	0.49557522123893805	0.8115942028985508	0.6153846153846154	56.0	13.0	57.0	69.0	0.4444444444444444	2.200279161476655	0.5196560736220642	0.9774569069700251
Mash	6	0.7850619999999995	0.21408638381155545	0.6111209394715426	0.776248349594	0.584070796460177	0.868421052631579	0.6984126984126985	66.0	10.0	47.0	76.0	0.5365853658536586	2.229325251048316	0.5147685336130444	0.9763368763544756
Mash	4	0.8031829999999991	0.21475142217404097	0.8008026711038597	0.7968034039639998	0.336283185840708	0.8837209302325582	0.4871794871794872	38.0	5.0	75.0	43.0	0.3220338983050847	2.2475818245525767	0.5975703912095952	0.9798574293340131
Mash	3	0.8027279999999982	0.21227229924706031	0.5509350877141664	0.793535917953999	0.6548672566371682	0.8604651162790697	0.7437185929648241	74.0	12.0	39.0	86.0	0.592	2.2781787014367745	0.5114506233837942	0.9763856024994118
Mash	2	0.8021970000000002	0.21219870331881396	0.8850118729053484	0.7966020338199995	0.20353982300884957	0.7666666666666667	0.3216783216783217	23.0	7.0	90.0	30.0	0.19166666666666668	2.121636004138465	0.6237909083364129	0.9807990349805714
Mash	1	0.753616000000001	0.21206211717958387	0.7674682054832299	0.746476853596	0.36283185840707965	0.7735849056603774	0.49397590361445787	41.0	12.0	72.0	53.0	0.328	2.1396325558688876	0.538910639936954	0.9775552811755313
Mash	0	0.779986000000002	0.21257409456982088	0.37864091063787403	0.770560010458	0.831858407079646	0.8623853211009175	0.8468468468468467	94.0	15.0	19.0	109.0	0.734375	2.279274673357426	0.4858464412735907	0.9754097040428565
Mash	8	0.7667290000000009	0.21373837538209675	0.7072654752278916	0.7588280639979998	0.40707964601769914	0.8679245283018868	0.5542168674698795	46.0	7.0	67.0	53.0	0.38333333333333336	2.1383985463444093	0.5385998291574579	0.9769534341992356
Mash	5	0.7879599999999991	0.21372061737646145	0.6197431644479011	0.7797007855259995	0.5221238938053098	0.7866666666666666	0.6276595744680851	59.0	16.0	54.0	75.0	0.4573643410852713	2.276471940627275	0.5272676799016577	0.9771176318614182
SourMash	4	na	0.00045853141015680975	0.9981137668076779	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
SourMash	1	na	0.0004010487642594758	0.9960464552288929	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
SourMash	3	0.034	0.008047495256011856	0.9895405674866891	0.03880048368200001	0.008849557522123894	1.0	0.017543859649122806	1.0	0.0	112.0	1.0	0.008849557522123894	0.11496742164844319	0.0	0.8818291744706598
SourMash	0	0.11599999999999999	0.023126042585013284	0.97459510679467	0.11327463489800003	0.035398230088495575	1.0	0.06837606837606837	4.0	0.0	109.0	4.0	0.035398230088495575	0.35397277578977043	0.25533738412080137	0.8990050388730159
SourMash	5	0.015	0.0032154130438975725	0.9935480046347198	0.019800483682000002	0.008849557522123894	1.0	0.017543859649122806	1.0	0.0	112.0	1.0	0.008849557522123894	0.06299557616819891	0.0	0.7920193470899153
SourMash	6	0.023	0.004832746377230905	0.9935480046347198	0.027800483682000006	0.008849557522123894	1.0	0.017543859649122806	1.0	0.0	112.0	1.0	0.008849557522123894	0.08676200445021871	0.0	0.8424388993013748
SourMash	7	na	0.0013787047273634762	0.9981137668076779	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
SourMash	8	na	0.0008787047273634765	0.9981137668076779	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
SourMash	9	na	0.000921864743490143	0.9986419121015281	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
SourMash	2	na	0.0006475421137194762	0.997932688421215	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
mOTU	8	na	0.000921864743490143	0.9986419121015281	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
mOTU	2	na	0.000921864743490143	0.9986419121015281	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
mOTU	3	1.0	0.10295685997710137	0.9976524480612128	1.0034676877659996	0.008849557522123894	1.0	0.017543859649122806	1.0	0.0	112.0	1.0	0.008849557522123894	0.0	0.0	0.9935323641188504
mOTU	4	na	0.000921864743490143	0.9986419121015281	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
mOTU	5	na	0.000921864743490143	0.9986419121015281	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
mOTU	6	na	0.000921864743490143	0.9986419121015281	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
mOTU	7	na	0.000921864743490143	0.9986419121015281	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
mOTU	1	na	0.000921864743490143	0.9986419121015281	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
mOTU	0	0.9999999999999999	0.10283481429700107	0.969791747827403	0.9953278730140005	0.08849557522123894	1.0	0.1626016260162602	10.0	0.0	103.0	10.0	0.08849557522123894	1.879940620195385	0.8164478376566325	0.9854731415980197
